Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Rocky Road Turtles® Cake Recipe ,6,Wendy,X,X,X,"chocolate,chocolate,caramel,marshmallow,walnut,milk","^Bake the cake according to the directions on the box. Use two 8 or 9 inch pans. When the cakes are done, turn them out of the pans. Let them cool for about forty minutes. When the cakes are almost cool, but still slightly warm to the touch, cut small slits in the tops of each layer.**Melt about 1 1/2 cups of the marshmallows and the chocolate frosting together in the microwave. Stir together ever thirty seconds or so to keep the sauce smooth.**Melt the caramels in the microwave with a tablespoon or two of milk. Stir every twenty seconds or so.**Place 1 layer of cake on serving dish. Pour enough of the chocolate frosting mixture over the bottom layer of the cake to cover the top and sink into the slits. It is okay if the frosting drips over the edges. Pour enough of the caramel sauce over the bottom layer to cover it liberally. Sprinkle about half of the nuts and remaining marshmallows over the caramel. Go easy on the marshmallows though, or the top won^^t sit well on the cake.**Place top layer over marshmallows, and pour on the remaining chocolate frosting mixture to cover the top of the cake. Let it drip over the edges and cover the sides of the cake as well. Some of the frosting will pool at the bottom and that^^s fine.**Now sprinkle remaining nuts and marshmallows over the top. Try to get them to stick to the sides as well. I use a lot of nuts and marshmallows on top. Finally, drizzle caramel sauce over the top of the cake.**^",8264,https://images.media-allrecipes.com/userphotos/250x250/29934.jpg
Funnel Cakes IV Recipe ,393,Tina,10 m,10 m,20 m,"salt,baking powder,flour,egg,white sugar,milk,vegetable oil,sugar","^Mix salt, baking powder, and half the flour in a bowl. Set aside.**Cream eggs, sugar, and milk in a large bowl. Add flour mixture and beat until smooth. Continue to add remaining flour, but use only enough to achieve desired consistency. Batter will be thin enough to run through a funnel.**Heat the oil to 375 degrees F (190 degrees C) in an 8-inch skillet.**Put your finger over the bottom opening of the funnel, and fill the funnel with a generous 1/2 cup of the batter. Hold the funnel close to the surface of the oil, and release the batter into the oil while making a circular motion. Fry until golden brown. Use tongs and wide spatula to turn the cake over carefully. Fry the second side one minute. Drain on paper towels, and sprinkle with sifted confectioners^^ sugar.**^",8265,https://images.media-allrecipes.com/userphotos/250x250/132020.jpg
Bible Cake Recipe ,8,Fern,X,X,X,"flour,milk,white sugar,fig,raisin,almond,honey,salt,baking soda","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, combine flour, milk, sugar, figs, raisins, almonds, honey, salt and baking soda. Mix thoroughly.**Pour into prepared 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 40 minutes, or until edges pull away from pan.**",8266,https://images.media-allrecipes.com/userphotos/250x250/37104.jpg
Amish Cake Recipe ,18,Siobhan,30 m,40 m,1 h 10 m,"flour,white sugar,baking powder,egg,vanilla,pineapple,walnut","Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, mix flour, sugar and baking powder. Add eggs, vanilla and pineapple with juice. Blend well. Add walnuts and mix in.**Pour into an ungreased 9x13 inch pan. Bake at 350 degrees F (175 degrees C ) for 40 minutes.**",8267,https://images.media-allrecipes.com/userphotos/560x315/847803.jpg
Whipping Cream Pound Cake Recipe ,124,Toni Wiggins,30 m,1 h 10 m,3 h 10 m,"butter,white sugar,egg,flour,cream,vanilla,almond,sugar","^Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10-inch tube pan.**In a large bowl, cream butter for 2 minutes. Add sugar and continue beating for 5 minutes, scraping down bowl occasionally. The mixture should be noticeably lighter in color. Add eggs one at a time, beating well with each addition.**Add flour alternately with whipping cream, beginning and ending with flour. Stir in vanilla and almond extract.**Spread batter into prepared pan. Bake in preheated oven until a tester inserted in the center of the cake comes out clean, about 70 minutes. Allow to cool in pan for 15 minutes.**Turn cake out onto a cotton dish towel and place on cooling rack covered with cotton towel. When cake is cool, top with confectioners^^ sugar and serve with fruit or by itself.**^",8268,https://images.media-allrecipes.com/userphotos/560x315/5487912.jpg
Raw Apple Cake Recipe ,85,Stephanie Conley,X,X,X,"vegetable oil,egg,white sugar,flour,apple,salt,cinnamon,nutmeg,baking soda,cream cheese,milk,vanilla,salt,sugar","Preheat oven to 350 degrees F(175 degrees C). Grease and flour a 9x13 inch pan.**Chop apples finely and place into a large bowl. In a separate bowl, beat eggs and oil together and pour over apples. Let stand while mixing the dry ingredients.**in a medium bowl, mix sugar, flour, 1 teaspoon salt, cinnamon, nutmeg and baking soda. Fold into apples, eggs and oil and mix well. Batter will be thick.**Pour into prepared 9x13 inch pan, and bake at 350 degrees F ( 175 degrees C) for 45 minutes. Once cool frost with Cream Cheese Icing.**To Make Cream Cheese Frosting: In a medium bowl, combine cream cheese, milk, vanilla and pinch of salt. Gradually add sugar, beating until frosting is smooth.  Add additional milk, 1 tablespoon at a time, until frosting is desired consistency.**",8269,https://images.media-allrecipes.com/userphotos/250x250/128190.jpg
^Sam^^s Famous Carrot Cake Recipe ^,2k,^Brian D^^Amico^,20 m,1 h,1 h 40 m,"egg,buttermilk,vegetable oil,white sugar,vanilla,cinnamon,salt,flour,baking soda,carrot,coconut,walnut,pineapple,raisin","Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x12 inch pan.**In a medium bowl, sift together flour, baking soda, salt and cinnamon. Set aside.**In a large bowl, combine eggs, buttermilk, oil, sugar and vanilla. Mix well. Add flour mixture and mix well.**In a medium bowl, combine shredded carrots, coconut, walnuts, pineapple and raisins.**Using a large wooden spoon or a very heavy whisk, add carrot mixture to batter and fold in well.**Pour into prepared 8x12 inch pan, and bake at 350 degrees F (175 degrees C) for 1 hour. Check with toothpick.**Allow to cool for at least 20 minutes before serving.**",8270,https://images.media-allrecipes.com/userphotos/560x315/4131886.jpg
Raspberry White Chocolate Mousse Recipe ,117,Stacey Walery,15 m,10 m,40 m,"raspberry,white sugar,liqueur,whipping cream,chocolate,food coloring","Process berries in a blender or food processor until smooth. Strain mixture into a small bowl, and discard seeds. Add the sugar and liqueur, and stir until sugar dissolves. Makes 1 cup of sauce.**In a heavy saucepan on low heat, warm 1/4 cup of the cream and the white chocolate, stirring constantly until chocolate melts. Let mixture cool until it is lukewarm. Stir in 1 tablespoon of raspberry sauce, and the food coloring. Transfer to a large bowl.**In a medium bowl, whip remaining 1 1/2 cup cream to soft peaks. Fold into melted chocolate mixture, one-third at a time, until no streaks remain.**Layer into parfait dishes, and serve with the sauce. May also be used to fill or ice a cake.**",8271,https://images.media-allrecipes.com/userphotos/560x315/3449.jpg
Peach Angel Food Cake Recipe ,50,Amy Brolsma,X,X,X,"cake,peach","In a large bowl, combine cake mix, peaches and juice (do not add water). Mix well.**Pour into tube pan or 2 loaf pans.**Bake according to directions on cake package.**If desired, serve with whipped topping.**",8272,https://images.media-allrecipes.com/userphotos/560x315/6214.jpg
Pat Maharaj Spice Cake Recipe ,3,Pat Maharaj,X,X,X,"egg,butter,flour,white sugar,almond,vanilla,cinnamon,milk","Preheat oven to  320 degrees F (160 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, beat eggs for 10 minutes or until fluffy. In a separate bowl, cream butter and sugar until light and fluffy. Add beaten eggs and combine.**Add flour and cinnamon and mix in.**Add milk and flavorings and mix well.**Spoon batter into 9x13 inch pan. Bake at 320 degrees F (140 degrees C) for 45 minutes or until golden brown.**Allow to cool, then frost or serve.**",8273,https://images.media-allrecipes.com/images/79591.png
Frost Me Nots Recipe ,28,Sandy,X,X,X,"butter,chocolate,egg,vanilla,white sugar,flour","Preheat oven to 325 degrees F (165 degrees C). Line muffin cups with paper liners.**Melt together butter and chocolate chips. Stir and set aside to cool.**In a separate bowl, combine the eggs, vanilla, sugar and flour.**Add the butter chocolate mixture and stir together well.**Fill paper lined muffin pans 2/3 full. Bake at 325 degrees F(165 degrees C) for 25 minutes.**",8274,https://images.media-allrecipes.com/userphotos/250x250/129296.jpg
No Bake Cheesecake II Recipe ,77,Jill M.,30 m,X,2 h 30 m,"cream cheese,topping thawed,white sugar,vanilla,apple,ham","Beat cream cheese, sugar, and vanilla extract until smooth. Fold in Cool Whip.**Fill pie crust and top with pie filling. Chill 1 to 2 hours before serving.**",8275,https://images.media-allrecipes.com/userphotos/560x315/686818.jpg
^Nana V^^s  Company Cake Recipe ^,7,Stacey ,X,X,X,"cake,cream cheese,topping thawed","Prepare cake mix as directed on package.**For the frosting: In a large bowl, beat cream cheese until smooth, then fold in whipped topping and mix until smooth. Spread on top of cooled cake.**Top with sliced fresh fruits, such as strawberries, kiwi, peaches, pineapple, blueberries, etc.**",8276,https://images.media-allrecipes.com/images/79591.png
MMMmmm Chocolate Cake Recipe ,17,Denise Nelson,X,X,X,"water,cocoa powder,butter,shortening,white sugar,flour,baking soda,buttermilk,egg,vanilla,cocoa powder,water,butter,sugar,pecan,milk","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a saucepan, combine 1 cup water, 3 tablespoons cocoa, 1/2 cup butter and 1/2 cup shortening. Heat until mixture comes to a boil, then remove from heat. Pour into a large mixing bowl.**Add sugar, flour, soda, buttermilk, eggs and vanilla. Mix well and pour into prepared 9x13 inch pan.**Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes or until toothpick inserted in center comes out clean. Have icing ready when cake comes out of oven.**To make the icing: In a medium bowl, combine 3 tablespoons cocoa, 1 teaspoon hot water and 1/2 cup melted butter or margarine. Add confectioners sugar, pecans and milk and mix well. You can add more milk to achieve desired consistency, but too much will make cake soggy.**Frost while cake is hot and icing is still soft.**",8277,https://images.media-allrecipes.com/userphotos/250x250/144403.jpg
Mountain Dew™ Cake Recipe ,84,MARBALET,30 m,30 m,1 h,"lemon,vanilla,vegetable oil,egg,10 fluid ounces Mountain Dew™,pineapple,white sugar,cornstarch,butter,coconut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, combine cake mix, pudding mix, oil, eggs and citrus soda. Mix until all ingredients are moistened.**Pour into prepared 9x13 inch pan and bake at 350 degrees F (175 degrees C) for 30 to 35 minutes. Cool completely.**To make the topping: In a saucepan, combine pineapple (with juice), sugar and corn starch. Bring to a boil and cook, stirring constantly, until thick. Remove from heat. Add butter and coconut. Spread topping evenly over cake.**",8279,https://images.media-allrecipes.com/userphotos/560x315/3022.jpg
Sand Cups Recipe ,22,Karen,X,X,X,"milk,vanilla,topping thawed,vanilla","In a large bowl, combine milk and pudding mix. Beat with a whisk until well blended. Let stand 5 minutes.**Add whipped topping and half of the crushed cookies and fold in.**Place 1 Tablespoon crushed cookies into each cup. Fill cups 3/4 full with pudding mixture. Top with remaining crushed cookies. Refrigerate 1 hour. Decorate before serving.**Suggested Decorations:  small paper umbrellas, gummy worms, gummy sharks, candy stars, chopped peanuts.**",8280,https://images.media-allrecipes.com/userphotos/560x315/3210657.jpg
Pineapple Angel Food Cake I Recipe ,411,Donna,X,X,X,"cake,pineapple,topping thawed","Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13 inch pan with vegetable oil spray.**In a large bowl, combine cake mix and pineapple (with juice). Mix until well blended.**Pour batter into prepared 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 25 minutes or until golden brown. Let cool.**Serve with whipped topping**",8281,https://images.media-allrecipes.com/userphotos/560x315/1324060.jpg
Red Velvet Cake IV Recipe ,272,PAL,X,X,X,"butter,white sugar,egg,food coloring,cocoa powder,flour,buttermilk,vanilla,salt,baking soda,vinegar,cream cheese,chocolate,butter","Preheat oven to 325 degrees F (165 degrees C). Grease and flour three 8 inch pans.**In a large bowl, cream 1 cup butter with sugar. Add eggs one at a time, beating well after each addition.  Mix food coloring with cocoa and add to mixture.**Add flour alternately with buttermilk. Add vanilla and salt.**Mix baking soda with vinegar, and gently stir into mixture. Be careful not to over mix.**Divide batter into three prepared 8 inch round pans. Bake at 325 degrees F (165 degrees C) for 25 minutes. Allow to cool.**To make the White Chocolate Cream Cheese Icing: Melt the white chocolate and allow to cool to lukewarm. In a large bowl, beat the cream cheese until light and fluffy. Gradually beat in melted white chocolate and softened butter. Beat until it is the consistency of whipped cream, then use to fill and frost the cake.**",8282,https://images.media-allrecipes.com/userphotos/560x315/18043.jpg
One ,51,Janice,40 m,25 m,1 h 5 m,"butter,white sugar,flour,egg,egg,baking powder,milk,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 9-inch round pans.**Beat butter and 1 cup of sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color.**In a separate bowl, beat egg yolks well, then add to butter mixture.**Sift together flour and baking powder. Add alternately with the milk to the butter-sugar mixture. Beat well. Add vanilla.**Beat egg whites until stiff but not dry. Add 1 cup sugar to the egg whites. Fold into cake batter.**Divide evenly into three prepared 9 inch round pans. Bake at 350 degrees F (175 degrees C) for 25 minutes.**",8283,https://images.media-allrecipes.com/userphotos/560x315/972421.jpg
Pineapple Lemon Cake Recipe ,25,SYDNEY380,X,X,X,"lemon,egg,applesauce,vanilla,pineapple,topping thawed","Prepare cake mix as directed, except substitute egg whites for eggs and applesauce for oil.  Bake in a 9x13 inch pan as directed. Pour pineapple over cake as soon as it comes out of the oven.  Cool.**To make the frosting: Prepare instant pudding as directed. Fold in whipped topping.  Let sit 10 minutes.  Spread over cake.**",8284,https://images.media-allrecipes.com/userphotos/250x250/983251.jpg
Mayonnaise Cake III Recipe ,8,KITTEN49,X,X,X,"water,mayonnaise,vanilla,white sugar,flour,baking soda,cocoa powder","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**Sift together flour, sugar, cocoa and baking soda. Add mayonnaise, water, and vanilla. Beat 2 minutes. Pour into prepared pan.**Bake at 350 degrees F (175 degrees C), 30-35 minutes or until done.**",8285,https://images.media-allrecipes.com/images/79591.png
Applesauce Cake III Recipe ,45,sharon,X,X,X,"white sugar,shortening,applesauce,molasses,flour,baking soda,cinnamon,clove,salt,raisin","Preheat oven to 350 degrees F (175 degrees C). Grease and flour tube pan.**In a medium bowl, sift together the flour, baking soda, cinnamon, cloves and salt. Set aside.**In a large bowl, cream the sugar and shortening until fluffy. Add applesauce and molasses and mix in.**Gradually add the flour mixture and beat well to moisten. Fold in the raisins.**Pour into a prepared fluted or straight sided tube pan. Bake at 350 degrees F (175 degrees C) for 45 minutes, or until toothpick inserted into the middle of cake comes out clean. Cake will not rise to top of pan. Cool for 10 minutes and remove from pan and cool on wire rack.**",8287,https://images.media-allrecipes.com/userphotos/560x315/3171656.jpg
Chocolate Chip Coffee Cake Recipe ,109,Kerrilyn Blood,30 m,25 m,55 m,"butter,white sugar,egg,sour cream,vanilla,flour,baking powder,baking soda,chocolate,white sugar,cinnamon","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.**In a medium bowl, stir together the flour, baking powder and soda. Set aside.**In a large bowl, cream the butter and 1 cup of sugar. Add eggs, sour cream and vanilla. Mix well.**Add the flour mixture and combine. Batter will be thick.**In a separate bowl, combine chocolate chips, 1/2 cup sugar and cinnamon. Set aside.**Spread half of the cake batter in prepared pan. Sprinkle half of the chocolate chip mixture over the batter. Repeat with the remaining batter, and then the remaining chocolate chip mixture.**Bake in the preheated oven until a toothpick inserted near the center comes out clean, 25 to 30 minutes. Cool on wire rack.**",8288,https://images.media-allrecipes.com/userphotos/560x315/999218.jpg
Poor Mans Cake III Recipe ,15,Mary Ann Benzon,30 m,1 h,1 h 30 m,"brown sugar,raisin,water,shortening,baking soda,salt,cinnamon,nutmeg,clove,flour","Preheat oven to 350 degrees F (175 degrees C) grease and flour a 9x13 inch pan.**In a saucepan mix brown sugar, raisins, water and shortening. Bring to a boil and boil 3 minutes. Remove from heat and let cool.**In a large bowl, combine flour, baking soda, salt, cinnamon, nutmeg and cloves. When raisin mixture is cool, add to dry ingredients and mix well to combine.**Bake at 350 degrees F (175 degrees C) for 30 or 40 minutes. Do not over bake or it will be too dry. Test after 30 minutes. A toothpick inserted into the center of cake should come out clean.**",8289,https://images.media-allrecipes.com/userphotos/560x315/5756550.jpg
Fresh Fig Cake Recipe ,87,Karin Christian,40 m,30 m,1 h 10 m,"butter,white sugar,egg,flour,salt,baking powder,fat free,vanilla,almond,fig,fig,brown sugar,water,lemon juice","Preheat oven to 350 degrees F (175 degrees C). Spray two 8-inch round cake pans with vegetable oil spray.**In a medium bowl, sift together flour, salt and baking powder. Set aside.**In a large mixing bowl, cream butter with the sugar until fluffy. Add egg and beat well. Add flour mixture alternately with the evaporated milk. Fold in vanilla and almond extracts and 1 cup chopped figs.**Divide into two prepared 8-inch round cake pans. Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted into the center comes out clean, 25 to 30 minutes. Cool cake layers on wire rack.**To make the filling: In a saucepan, combine 2 cups chopped figs, brown sugar, water and lemon juice. Bring to a boil. Reduce heat to a simmer and cook until thickened, about 20 minutes. Spread thinly between cooled cake layers and on top.**",8290,https://images.media-allrecipes.com/userphotos/560x315/3905654.jpg
Carrot Cake VII Recipe ,15,Toni Wiggins,X,X,X,"canola oil,carrot,egg,white sugar,flour,baking powder,salt,nutmeg,cinnamon,spice","Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch tube pan.**In a medium bowl, sift together the flour, baking powder, salt, nutmeg, cinnamon and allspice. Set aside.**In a large mixing bowl, combine oil and baby food, then add eggs. Add sugar and mix well.**Add the flour mixture and mix until well combined.**Pour batter into prepared 10 inch tube pan. Bake at 325 degrees F (165 degrees C) for 1 hour, or until toothpick inserted into the middle of the cake comes out clean.**Cool for 10 minutes in the pan, then turn out onto a wire rack.**",8291,https://images.media-allrecipes.com/userphotos/250x250/47053.jpg
Whipped Cream Icing II Recipe ,3,Toni Wiggins,X,X,X,"whipping cream,sugar,2 tablespoons piping gel,vanilla","In a large bowl, whip cream and sugar with a wire whisk until soft peaks form.**Add piping gel and continue to beat until stiff. Be careful not to over mix.**",8292,https://images.media-allrecipes.com/images/79591.png
Earthquake Cake II Recipe ,69,DARLENEL,X,X,X,"coconut,pecan,chocolate,cream cheese,sugar,butter,vanilla","Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom and sides of one 9 x 13 inch baking pan.**Layer coconut and pecans in the bottom of pan.**Prepare cake mix according to package instructions and pour over pecans and coconut.**Combine cream cheese, butter or margarine, vanilla and confectioners sugar and beat until smooth. Pour over cake mix.**Bake at 350 degrees F (175 degrees C) for 30 minutes. Toothpick will not come out clean.**",8295,https://images.media-allrecipes.com/userphotos/560x315/4103280.jpg
Caramel Nut Cake in a Jar Recipe ,6,Geri,X,X,X,"brown sugar,white sugar,butter,egg,milk,vanilla,flour,baking powder,baking soda,salt,walnut","^Sterilize 6 (1 pint) straight sided wide mouth canning jars, lids and rings by boiling for 10 minutes. Keep the lids and rings in the hot water until needed. Preheat oven to 325 degrees F (165 degrees C). Dry jars and let them come to room temperature. Grease insides of jar well.**In a medium bowl, sift together the flour, baking powder, soda and salt. Set aside.**In a large bowl, cream sugars and butter with electric mixer. Add eggs and mix well. Add milk and vanilla and mix well.**Add flour mixture and blend with a large spoon. Gently fold in nuts.**Place 1 cup batter into each of the greased one pint wide mouth canning jars. Wipe any batter from rim. Place jars on baking sheet. Bake at 325 degrees F (165 degrees C) for 50 minutes or until toothpick inserted deep into center of cake comes out clean.**Make sure jar rims are clean. (If they^^re not, jars will not seal correctly). While jars are still hot, place lids on jars, and screw rings on tightly. Jars will seal as they cool. Place the jars on the counter and listen for them to ""ping"" as they seal. If you miss the ""ping"", wait until they are completely cool and press on the top of the lid. If it doesn^^t move at all, it^^s sealed.**Keep in refrigerator for prolonged storage.**^",8296,https://images.media-allrecipes.com/userphotos/560x315/47446.jpg
Punch Bowl Cake II Recipe ,17,Roxanne,X,X,X,"cake,vanilla,milk,banana,cherry,pineapple,coconut,topping thawed,walnut","Bake cake mix according to package directions for 2 layers, let cakes cool.**Prepare the pudding according to package with the 5 c. milk.**In a large punch bowl, start with one layer of the cake, broken up into pieces. Spread with half of the pudding, then slice three bananas over the pudding. Then layer 1 can drained pineapple, one can pie filling and half of the coconut.**Repeat in the same order with the remaining ingredients.**Top with whipped topping, then sprinkle with chopped walnuts. Chill and serve.**",8297,https://images.media-allrecipes.com/userphotos/560x315/2110217.jpg
Pecan Pie Cake I Recipe ,75,Cathy,X,X,X,"butter,brown sugar,butter,water,pecan,egg,butter,egg,milk,white sugar,corn syrup","Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x13 inch baking dish.**Reserve 3/4 cup cake mix for second layer. Set aside.**For the first layer: In a large bowl, combine 1/2 cup margarine or butter, brown sugar, cake mix (minus 3/4 cup), water, pecans and 2 eggs. Mix well.**Spread batter into pan. Bake at 325 degrees F (165 degrees C) for 20 minutes.**For the second layer: In a large bowl, combine 1/2 cup butter or margarine, 2 eggs, milk, sugar, corn syrup and reserved 3/4 cup cake mix. Mix well and pour over first layer.**Bake at 325 degrees F (165 degrees C), for 25 to 30 minutes.**",8298,https://images.media-allrecipes.com/userphotos/560x315/2075981.jpg
Better Than...Cake Recipe ,31,Bobbie Kaye Bellamy,X,X,X,"butter,vanilla,egg,water,vegetable oil,sour cream,chocolate","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.**In a large bowl, combine cake mix, pudding mix, eggs, water, oil and sour cream. Beat with a mixer until smooth. Stir in chocolate chips.**Divide into two 9 inch pans. Bake at 350 degrees F (175 degrees C) for 45 minutes.**Frost with Cream Cheese Frosting or Sour Cream Chocolate Frosting.**",8299,https://images.media-allrecipes.com/userphotos/250x250/1127.jpg
Country Pound Cake Recipe ,288,Morgan,X,X,X,"flour,baking powder,salt,butter,shortening,white sugar,egg,milk,vanilla,lemon","Do not preheat the oven. Grease 10 inch tube pan and line bottom with wax paper or parchment paper.**Sift together the flour, baking powder and salt. Set aside.**In a large bowl, beat the butter, shortening, and sugar on low speed for 10 minutes.  Add the eggs one at a time, blending well after each addition.  Alternately add the flour mixture and milk, mixing well.  Add the vanilla and lemon extracts.**Pour batter into the prepared pan.  Set the oven temperature to 350 degrees F (175 degrees C. Bake for 1 hour and 20 minutes, or until a toothpick inserted into the middle of cake comes out clean.  Allow cake to cool in the pan for 1 hour.  Remove to a cake rack and cool for at least 3 hours.**",8300,https://images.media-allrecipes.com/userphotos/250x250/66668.jpg
Banana Loaf Cake I Recipe ,185,Sandi,15 m,50 m,1 h 5 m,"flour,white sugar,butter,vanilla,baking soda,baking powder,egg,banana","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 5x9-inch loaf pan.**Mash bananas and add flour, sugar, butter, vanilla, baking powder, baking soda and egg. Mix well. Pour into loaf pan.**Bake in preheated oven until toothpick inserted into center of cake comes out clean, 50 to 60 minutes.**",8301,https://images.media-allrecipes.com/userphotos/560x315/2825960.jpg
Banana Chocolate Chip Cake Recipe ,326,Debbie Menges,X,X,X,"flour,white sugar,baking powder,salt,banana,egg,butter,milk,chocolate","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, mix flour, sugar, baking powder and salt.**In a separate bowl, combine bananas, egg, melted butter and milk.**Stir banana mixture into flour mixture until blended. Be careful not to over mix.**Stir in chocolate chips.**Pour batter into 9x13 inch pan. Bake at 350 degrees F (175 degrees C) 30 to 35 minutes, or until a toothpick inserted into center of cake comes out clean. (It will have some melted chocolate, but no crumbs.)**",8302,https://images.media-allrecipes.com/userphotos/560x315/424473.jpg
Banana Rum Cake Recipe ,47,LMDINCO,X,X,X,"cake,baking soda,rum,water,egg,banana,pecan,butter,sugar,vanilla,rum","Preheat oven to 350 degrees F (175 degrees C).  Grease and flour two 9-inch cake pans.**In a large bowl, combine cake mix, baking soda, rum, water, eggs, bananas and nuts. Bring together, then beat on medium speed 2 to 4 minutes.**Divide into prepared pans. Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes, or until toothpick inserted into center of cake comes out clean. Cool completely.**For the frosting: Combine 1/3 cup butter or margarine with the confectioners sugar. Blend thoroughly. Stir in vanilla and 2 tablespoons rum. Beat until smooth.**",8303,https://images.media-allrecipes.com/userphotos/560x315/385385.jpg
^Aunt Lydia^^s Apple Cake Recipe ^,7,TOPCOOK82,X,X,X,"apple,flour,salt,butter,yeast,water,white sugar,egg,tapioca,white sugar,cinnamon","Preheat oven to 350 degrees F (175 degrees C).**Sift flour and salt together into a medium bowl. Cut in butter as for pie crust to pea sized pieces. Set aside.**Put warm water and 1 teaspoon sugar in a large bowl. Add yeast. Let dissolve. Add slightly beaten egg yolks to yeast mixture.**Add flour mixture and gently mix until mixture forms a ball. Divide in half. Use one-half for bottom and one-half for top crust. Roll out one crust to fit a 9x13 inch ungreased pan. Sprinkle tapioca over dough.**Fill with sliced apples, piled high. Sprinkle with mixture of 3/4 cup sugar and 1 teaspoon cinnamon.**Roll top crust to fit pan. Put top over apples, seal in around pan, tucking top under (do not flute). Do not prick.**Bake at 350 degrees F (175 degrees C) for 45 minutes. While still slightly warm, frost with butter frosting.**",8304,https://images.media-allrecipes.com/images/79591.png
Italian Cassata Recipe ,5,Juanita Peek,X,X,X,"cake,liqueur,ricotta,whipping cream,white sugar,chocolate,fruit,chocolate,butter,sugar,coffee,vanilla","Prepare the cake mix according to package instructions. Bake in a 9x5 inch loaf pan. Cool completely.**With a sharp, serrated knife, cut a thin slice from both ends of cooled cake. Cut cake horizontally into 4 even layers. Brush each layer with 1 tablespoon orange liqueur.**In medium bowl, beat ricotta cheese with electric mixer until smooth. Beat in cream, sugar, remaining liqueur. With rubber scraper, fold in chocolate pieces and candied fruits.**Place bottom layer of cake on flat plate and spread with one-third of ricotta mix. Place second layer of cake evenly on top of first layer and spread with one-third filling. Repeat with third layer of cake and filling. Top with remaining cake layer.**Gently press loaf into shape. Refrigerate at least 2 hours or until ricotta is firm.**To make the frosting: Melt chocolate and butter in top of double boiler, over hot, not boiling, water. Remove from water. Add confectioners sugar, hot coffee, and vanilla. Beat until smooth. If too soft to spread, refrigerate until of spreading consistency  - about 30 minutes. Spread frosting over side and top of cake. Refrigerate until serving time.**To serve, decorate top with candied fruits, if desired. Or use a pastry tube to decorate the cake with flowers and vines. Makes 10 servings.**",8305,https://images.media-allrecipes.com/userphotos/560x315/566960.jpg
Robert Redford Cake Recipe ,17,Thelma,30 m,20 m,4 h 50 m,"butter,flour,walnut,cream cheese,sugar,pistachio,milk,topping thawed,walnut","Preheat oven to 350 degrees F (175 degrees C).**In medium bowl, mix butter, flour, and chopped nuts. Press into 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 20 minutes. Cool completely.**In a medium bowl, combine softened cream cheese and confectioners sugar, beat until smooth, then spread over cooled crust.**In a large bowl, combine pudding mix with 3 cups milk. Beat until smooth, and spread over cream cheese layer.**Spread whipped topping over pudding layer. Sprinkle with nuts. Refrigerate until ready to serve.**",8306,https://images.media-allrecipes.com/userphotos/250x250/67505.jpg
Texas Sheet Cake IV Recipe ,24,MAGGIE MCGUIRE,15 m,20 m,35 m,"flour,baking soda,white sugar,butter,shortening,coffee,cocoa powder,buttermilk,egg,vanilla,butter,milk,milk,vanilla,cocoa powder,sugar","^Preheat oven to 400 degrees F (200 degrees C). Grease and flour jelly roll pan or line with parchment paper.**In a large bowl, mix together flour, baking soda and white sugar. Set aside.**In a saucepan, heat 1/2 cup butter, shortening, coffee, and 1/4 cup cocoa until boiling. Stir frequently. Pour chocolate mixture over flour and sugar. Stir in buttermilk, eggs, baking soda and 1 teaspoon vanilla. Spread into jelly roll pan.**Bake for 20 minutes in the preheated oven, or until toothpick inserted in center of cake comes out clean.**While cake bakes, prepare frosting. Combine 1/2 cup butter or margarine, milk and 2 tablespoons cocoa in a saucepan. Heat to boiling, stirring constantly. Beat in confectioners^^ sugar and vanilla until smooth. Spread warm frosting over cake as soon as it is taken from the oven. Cool.**^",8307,https://images.media-allrecipes.com/userphotos/250x250/59629.jpg
