Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
^Chocolate Lovers^^ Favorite Cake Recipe ^,829,SUSAN FEILER,30 m,1 h,2 h,"cake,chocolate,sour cream,butter,egg,almond,chocolate","Preheat oven to 350 degrees F (175 degrees C). Grease a 10 inch Bundt pan.**In a large bowl, stir together cake mix and pudding mix. Make a well in the center and pour in sour cream, melted butter, eggs and almond extract. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Blend in chocolate chips. Pour batter into prepared pan.**Bake in preheated oven for 50 to 55 minutes. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**",7612,https://images.media-allrecipes.com/userphotos/250x250/66057.jpg
Lane Cake Recipe ,11,Carol,X,X,X,"butter,white sugar,vanilla,flour,baking powder,salt,milk,egg,butter,white sugar,egg,water,brandy,pecan,raisin,cherry,coconut","Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour four 8 inch round cake pans.**Cream 1 cup of the butter or margarine, 2 cups of the white sugar, and vanilla together until light and fluffy.**Combine flour, baking powder and salt. Add flour mixture to the butter mixture in three parts alternately with the milk in two parts, beginning and ending with flour.**Beat the egg whites until stiff. Gently fold the egg whites into the batter. Spread the batter evenly into the four prepared pans.**Bake at 350 degrees F (175 degrees C) for 25 minutes or until a toothpick inserted in the center comes out clean. Allow cakes to cool. Once cool spread Lane Cake Filling between layers and frost with Seven Minute or Butter Frosting.**To Make Lane Cake Filling: Put 1/2 cup of the butter or margarine and 1-1/4 cups of the white sugar into the top of a double boiler away from the heat.  Beat together.  Add egg yolks and beat well.  Stir in water and brandy flavoring. Place over boiling water.  Cook and stir until thickened.  Add pecans, raisins, cherries and coconut.  Stir filling until all ingredients are well combined. Remove from heat.  Allow filling to cool before spreading between cooled cake layers.**",7613,https://images.media-allrecipes.com/userphotos/560x315/3950463.jpg
Lane Cake Filling Recipe ,4,Carol,10 m,20 m,30 m,"butter,white sugar,egg,water,brandy,pecan,raisin,cherry,coconut","Put butter or margarine and the sugar into the top of a double boiler away from the heat.  Beat together.  Add egg yolks and beat well.  Stir in water and brandy flavoring. Place over boiling water.  Cook and stir until thickened.  Add pecans, raisins, cherries and coconut.  Stir until all ingredients are well combined.  Remove from heat.  Allow filling to cool before using.**",7614,https://images.media-allrecipes.com/images/79591.png
Apple Cake I Recipe ,221,Judy Richardson,X,X,X,"egg,vegetable oil,white sugar,flour,cinnamon,baking soda,salt,vanilla,apple","Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour one 9x13 inch cake pan.**Beat vegetable oil and eggs until foamy. Add the sugar, flour, ground cinnamon, baking, soda, salt, and vanilla and mix well. Stir in the diced apples. Pour batter into prepared pan.**Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes.  Cool cake in pan for 10 minutes. Cake needs no frosting.**",7615,https://images.media-allrecipes.com/userphotos/560x315/76732.jpg
Chocolate Chocolate Chip Dream Cake Recipe ,45,Patty Moore,X,X,X,"chocolate,chocolate,egg,chocolate","Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 13x9 inch cake pan.**Make chocolate pudding according to package directions.**Combine chocolate cake mix, chocolate pudding, and eggs and beat for 2 minutes at medium speed of an electric mixer. Pour batter into prepared pan and cover top with the semisweet chocolate chips.**Bake at 350 degrees F (175 degrees C) for 30 to 35 minutes.**",7616,https://images.media-allrecipes.com/userphotos/250x250/266636.jpg
Very Special Tomato Spice Cake Recipe ,11,SHERRI LEIGH,X,X,X,"flour,white sugar,baking powder,cinnamon,nutmeg,clove,spice,salt,tomato sauce,baking soda,egg,vegetable oil,walnut,raisin,orange juice,sugar","^In a small bowl, thoroughly mix the tomato sauce and soda.**In a mixing bowl, combine flour, sugar, baking powder, spices and salt.  Mix in tomato sauce and soda mixture.  Stir in eggs, oil, nuts, raisins and fruit juice.  Mix well.  Pour batter into greased 10 inch bundt or tube pan.**Bake at 350 degrees F (175 degrees C) for 45 to 55 minutes.  Cool cake in pan for 15 minutes, and then turn out on serving plate.  Dust top with confectioners^^ sugar.**^",7618,https://images.media-allrecipes.com/userphotos/250x250/500479.jpg
Dutch Apple Cake Recipe ,44,Carol,X,X,X,"shortening,white sugar,egg,vanilla,flour,baking powder,salt,milk,apple,white sugar,cinnamon","Sift flour with baking powder and salt.**In a large bowl, cream shortening and 1 cup sugar until light.  Beat in egg and vanilla until fluffy.  Add sifted ingredients to the creamed mixture alternately with milk, beginning and ending with the sifted ingredients.  Spread the batter into a greased 7 x 11 inch baking pan.**Place apple pieces in rows on the batter with the sharp edges pressed in slightly.  Sprinkle 1/4 cup sugar and cinnamon on top.**Bake at 350 degrees F (175 degrees C) for about 50 to 60 minutes, or until the apples are tender and the cake tests done.**",7619,https://images.media-allrecipes.com/userphotos/560x315/4554711.jpg
Cornstarch Cake Recipe ,1,Carol,X,X,X,"shortening,white sugar,egg,cornstarch,pastry,baking powder,salt,milk,vanilla","Sift together the cornstarch, flour, baking powder, and salt.**Separate the eggs.  Beat the egg whites until stiff, and set aside.**In a large bowl, cream the shortening and sugar.  Add the egg yolks, and beat until mixture is very creamy.  Sift the dry ingredients, and add alternately with the milk.  Stir in the vanilla.  Fold in the beaten egg whites.  Bake in a greased 9 inch square pan.**Bake at 350 degrees F (175 degrees C) for 45 to 50 minutes.  Cool cake on a rack, and frost with a lemon butter icing.**",7621,https://images.media-allrecipes.com/images/79591.png
White Mountain Cake Recipe ,44,Carol,35 m,25 m,1 h,"shortening,white sugar,flour,salt,baking powder,milk,egg,vanilla,almond","^Preheat oven to 350 degrees F (175 degrees C). Grease two 9-inch round pans.**Sift and measure cake flour. Add salt and baking powder, and sift again.**In a large bowl, beat shortening until smooth. Add sugar gradually, and beat until fluffy. Add sifted ingredients alternately with milk and flavorings (see Cook^^s Note). Beat thoroughly after each addition.**Beat egg whites until stiff, and fold into mixture. Pour batter into prepared pans.**Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted in the center comes out clean, 25 to 30 minutes. Allow to cool completely before frosting.**^",7623,https://images.media-allrecipes.com/userphotos/250x250/383086.jpg
White Mountain Frosting Recipe ,30,Carol,X,X,X,"white sugar,water,cream,egg,salt,vanilla","Combine sugar, water, and cream of tartar in a saucepan.  Cook until candy thermometer reaches 238 degrees F (115 degrees C), or until syrup spins a long thread when dripped from a spoon.**Beat egg whites until stiff.  Pour a thin, slow stream of the syrup into egg whites, beating constantly until frosting stands in peaks.  Stir in salt and vanilla to taste.**",7624,https://images.media-allrecipes.com/userphotos/560x315/5898032.jpg
Maple Walnut Frosting Recipe ,7,Carol,20 m,X,20 m,"egg,brown sugar,maple syrup,water,cream,walnut","Place egg whites, brown sugar, maple syrup, water, and cream of tartar in the top of a double boiler over boiling water.  Beat with a mixer until frosting has a good spreading consistency, and will stand in peaks.  Remove from heat.**Fill and frost cake.  Sprinkle the top with chopped nuts.**",7626,https://images.media-allrecipes.com/userphotos/560x315/2536795.jpg
Almond Paste Recipe ,20,Carol,20 m,X,20 m,"almond,sugar,egg,almond","^Grind almonds in a blender. Thoroughly mix in confectioners sugar. Beat egg whites slightly, then stir into the almond mixture. Add almond extract or rosewater (see Cook^^s Note), using your hands to blend the heavy mixture.**Store in the refrigerator up to 1 week or in the freezer up to 3 months.**^",7627,https://images.media-allrecipes.com/userphotos/560x315/4558258.jpg
White Cream Cake Recipe ,13,Meghan,X,X,X,"chocolate,flour,baking powder,salt,butter,white sugar,milk,vanilla","Preheat oven to 350 degrees F (175 degrees C). Butter and flour two 9 inch round cake pans.**In a double boiler melt the white chocolate over hot water. Set aside to cool slightly.**In a medium bowl whisk the flour, baking powder, and salt.**In a large bowl cream the butter or margarine and white sugar until light and fluffy. Beat in the melted white chocolate and the vanilla. In three additions alternately beat in the flour mixture and the milk into the creamed mixture. Beat only until just smooth. Pour batter into prepared pans.**Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes, or until the top is golden.**",7630,https://images.media-allrecipes.com/userphotos/560x315/331426.jpg
Granny Cake I Recipe ,44,Kitty,30 m,25 m,55 m,"egg,pineapple,flour,white sugar,baking soda,salt,vanilla,brown sugar,walnut,butter,white sugar,milk,vanilla","Preheat oven to 350 degrees F (175 degrees C).**Mix the eggs, undrained crushed pineapple, flour, 1 cup of the white sugar, baking soda, salt, and 1 teaspoon of the vanilla together and stir until just combined. Pour batter into one ungreased 9x13 inch baking pan.**Combine the light brown sugar and the chopped nuts. Sprinkle over the top of the cake batter. Bake in preheated oven for 25 to 35 minutes or until cake tests done. Remove cake from oven and pour topping over hot cake.**To Make Topping: In a small saucepan combine the butter or margarine, the evaporated milk, the remaining 1/2 cup of the white sugar, and 1 teaspoon of the vanilla. Cook over medium low heat, stirring occasionally until sugar is dissolved. Mixture will be thin. Pour over hot cake.**",7632,https://images.media-allrecipes.com/userphotos/250x250/43594.jpg
Banana Angel Food Cake Recipe ,9,P. L. Weiss,30 m,1 h,1 h 30 m,"egg,cream,baking powder,vanilla,cinnamon,oat,banana,flour,sugar,salt","^Preheat oven to 325 degrees F (165 degrees C).**Beat egg whites until stiff but not dry.**Combine cream of tartar, baking powder, vanilla, cinnamon, oats, and mashed bananas.**In a separate bowl combine the flour, confectioner^^s sugar, and salt.**Fold  the banana mixture into the egg whites. Then fold the flour mixture into the egg white/banana mixture. Pour batter into one 9 or 10 inch round cake pan, coated with a non-stick cooking spray.**Bake at 325 degrees (165 degrees C) for 1 hour, until cake is firm and lightly golden. Cool for five minutes then slip out of pan onto a serving dish. Garnish with a light dusting of confectioner^^s sugar.**^",7634,https://images.media-allrecipes.com/userphotos/250x250/505019.jpg
Screw Pine Cake Recipe ,2,Margaret,X,X,X,"white sugar,egg,egg,flour,butter,coconut,2 tablespoons pandan paste,food coloring,1 tablespoon ovalette,salt","^Preheat oven to 400 degrees F (200 degrees C). Line one 13x9 inch pan with a greased cake sheet.**Beat eggs and sugar together until creamy. In a separate bowl, mix ovalette, butter, and coconut milk. Add into the egg mixture and continue mixing until ingredients are blended well. Stir in the sifted flour and salt. Mix well.**Separate batter into 2 bowls. Mix one bowl with the pandan paste and the green food coloring , making sure that the color is stirred in well. Pour 1 to 2 soup-ladle scoops of green cake mixture onto pan. Even it out so that the mixture covers the base of the pan**Pour 1-2 soup-ladle scoops of green cake mixture onto pan. Even it out so that the mixture covers the base of the pan. Bake it in a 400 degrees F (200 degrees C) oven until the top is brown. Take it out of the oven, prick the top gently with a fork and brush some butter over the top. Pour 1-2 scoops of the ^^normal^^ colored cake mixture on top of the first layer. Spread evenly.**Change your oven setting so that you^^re using the upper fire only  (broiler). Increase temperature to 450 degrees F (230 degrees C). Bake the second layer till the top turns brown. Repeat the above procedure, alternating the colors each layer, until there is no cake mix left.**Let cake cool and cut and serve in finger-size portions.  (I do not recommend that this cake be eaten in chunks because it is very rich and high in cholesterol). Refrigerate any uneaten portions. Cake keeps well for 2 weeks if refrigerated. Thaw it for about 1/2 hour before eating.**^",7635,https://images.media-allrecipes.com/images/79591.png
Halloween Layer Cake Recipe ,2,Carol,30 m,30 m,1 h,"flour,baking soda,salt,white sugar,shortening,buttermilk,egg,chocolate,butter,butter,orange,lemon,salt,egg,sugar,orange juice,lemon juice","Preheat oven to 350 degrees F (175 degrees C). Line the bottoms of two 8 or 9 inch round cake pans with parchment paper.**Sift together the flour, baking soda, salt, and white sugar.**Beat shortening until light and fluffy.  Mix in dry ingredients.  Add 3/4 cup of buttermilk and mix until all flour is dampened.  Then beat with electric mixer.  Add egg whites, melted chocolate, and remaining buttermilk, beat well and pour batter into prepared pans.**Bake at 350 degrees F (175 degrees C) for 30 minutes. When cake is cool frost between layer and over top and sides with Golden Orange Frosting. Mark outlines of Halloween cats and bats by lightly pressing paper cut-outs into frosting, then removing paper. Melt 1 square unsweetened chocolate with 1 tsp. butter.  Using a brush, fill in the outlines with the chocolate mixture.**To Make Golden Orange Frosting: Cream together butter, orange rind, lemon rind, and salt.  Add egg yolk and mix well.  Add confectioners sugar, alternately with orange juice and lemon juice, beating well after each addition.  Makes 2 cups frosting, or enough to cover tops and sides of two 9 inch layers.**",7636,https://images.media-allrecipes.com/images/79591.png
Philly Cheesecake Recipe ,44,Maureen,30 m,1 h,1 h 30 m,"butter,ham,cream cheese,white sugar,egg,flour,vanilla,salt,whipping cream","Grease an 8 inch springform pan thickly with butter.  Turn pan on its side, place a few graham cracker crumbs in pan and shake so crumbs stick to sides.  Keep turning and add crumbs as needed until sides are well coated.  Set pan upright and coat bottom of pan.  Put pan into freezer for 30 minutes or refrigerator for 2 hours.**Preheat oven to 300 degrees F (150 degrees C).**With electric beater, mix cream cheese, sugar, egg yolks, flour, vanilla, and salt.  Beat thoroughly and then turn mixer to slowest speed and slowly pour in the cream.**Beat the egg whites until stiff but not dry.  Add to the above mixture and fold the whites in by hand, lightly but thoroughly.  Pour mixture into the crumb-lined pan.**Set pan into shallow pan containing 1 inch hot water and bake at 300 degrees F (150 degrees C) for 1 1/2 hours.  Refrigerate for at least 6 hours before serving.**",7639,https://images.media-allrecipes.com/userphotos/250x250/35865.jpg
Gob Cake Recipe ,36,Melodie,X,X,X,"flour,white sugar,baking soda,cocoa powder,salt,vegetable oil,vinegar,vanilla,water,butter,shortening,milk,vanilla,white sugar","Preheat oven to 325 degrees F (165 degrees C).**Mix the flour, 2 cups of the sugar, baking soda, 6 tablespoons of the cocoa, salt,  vegetable oil, vinegar, 2 teaspoons vanilla, and the water together. Stir until just combined. Pour batter into on ungreased 13x9 inch baking pan.**Bake at 325 degrees F (165 degrees C) for 30 to 35 minutes. Let cake cool than ice.**To Make Icing: Beat together the butter or margarine, vegetable shortening, 1 cup sugar, milk, and 1 teaspoon vanilla. Continue beating for 10 minutes. Spread over cooled cake.**",7640,https://images.media-allrecipes.com/userphotos/250x250/470465.jpg
One ,9,Carol,X,X,X,"butter,white sugar,flour,egg,yogurt,cream,baking soda,vanilla,lemon","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8 or 9 inch layer pans or one 9 or 10 inch kugelhopf pan.**Cream butter, add sugar and blend, beat in the eggs.**Sift the cream of tartar and baking soda with the flour twice before adding it to the creamed mixture alternately with the milk and vanilla.  (Put in a cup of raisins or walnuts if you wish - it is really great). Pour batter into prepared pan(s).**Bake at 350 degrees F (175 degrees C) for 30 minutes in the layer pans or 45 minutes in the kugelhopf pan,**",7642,https://images.media-allrecipes.com/userphotos/250x250/875783.jpg
German Christmas Gingerbread Recipe ,31,Carol,X,X,X,"butter,brown sugar,egg,honey,liqueur,sour cream,orange juice,flour,whole wheat,baking powder,ginger,cinnamon,nutmeg,clove,raisin,almond","Whisk together the flours, baking powder, and spices.**In a large bowl, cream the butter or margarine with the brown sugar.  Beat in the eggs, then the honey, orange liqueur, sour cream, and orange juice.  Beat the flour mixture into the creamed mixture, and then stir in the raisins and almonds.  Turn batter into a greased and floured tube pan.**Bake cake at 350 degrees F (175 degrees C) for 80 minutes, or until it tests done with toothpick.  Transfer to a rack to cool.**",7643,https://images.media-allrecipes.com/userphotos/250x250/162695.jpg
Double Chocolate Cake II Recipe ,9,Sally E. Forsythe,X,X,X,"vegetable oil,chocolate,egg,white sugar,milk,flour,salt,vanilla,baking soda,chocolate,walnut","Combine oil, unsweetened chocolate, egg, sugar, milk, flour, salt, vanilla, and baking soda in a 9 inch square pan.  Mix until smooth.  Sprinkle with nuts and chocolate chips.**Bake at 350 degrees F (175 degrees C) for 30 minutes.  Cool on wire racks.**",7647,https://images.media-allrecipes.com/userphotos/250x250/623857.jpg
Chocolate Buttercream Recipe ,15,Kevin Ryan,X,X,X,"chocolate,butter,salt,egg,sugar,vanilla","Melt the bittersweet chocolate, and allow to cool slightly.**Place the butter or margarine, salt, and vanilla in a mixing bowl.  Beat with a mixer until very light and airy, about 4 minutes.  Add the powdered sugar a little at a time while beating on low speed.  Mix well, and beat on medium speed for about 4 minutes. Add the eggs one at a time, and beat for 5 minutes more. Add the melted chocolate, and beat 4 minutes.**",7649,https://images.media-allrecipes.com/userphotos/560x315/829785.jpg
^Poor Man^^s Cake I Recipe ^,11,Betty,30 m,1 h,1 h 30 m,"raisin,water,water,shortening,white sugar,cinnamon,nutmeg,spice,salt,baking soda,flour","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Sift together the flour, baking powder, baking soda and salt. Set aside.**In a saucepan, combine raisins and 1 cup water. Bring to a boil, then reduce heat and simmer for 15 minutes. Remove from heat and stir in 1/2 cup cold water and 1/4 cup shortening.**In a large bowl, combine sugar, cinnamon, nutmeg, allspice, salt, baking soda and flour. Stir in raisin mixture until well blended.  Pour batter into prepared pan.**Bake at 350 degrees F (175 degrees C) for 25 minutes.**",7651,https://images.media-allrecipes.com/userphotos/560x315/4581530.jpg
Chocaroon Cake Recipe ,32,Star Pooley,X,X,X,"egg,salt,white sugar,flour,coconut,chocolate,chocolate,egg,egg,water,vegetable oil","Beat egg white with salt until foamy.  Gradually add sugar, and continue beating until mixture forms stiff shiny peaks.  Blend in flour and coconut.**Combine cake mix, instant pudding mix, eggs, yolks, water, and oil in a large bowl.  Blend, then beat with electric mixer on medium speed for 2 minutes.  Pour 1/3 of the batter into a greased and floured Bundt pan.  Spoon in coconut mixture, and top with remaining batter.**Bake at 350 degrees F (175 degrees C) for 50 to 55 minutes.  Remove to wire rack, and cool thoroughly.**",7652,https://images.media-allrecipes.com/userphotos/250x250/210867.jpg
Orange Pecan Cake Recipe ,2,Carol,X,X,X,"butter,white sugar,brown sugar,egg,vanilla,sour cream,orange,flour,baking powder,baking soda,salt,pecan,orange juice,grand marnier","Stir together the flour, baking powder, baking soda, and salt.**In a large bowl, cream the butter or margarine, 3/4 cup granulated sugar, and brown sugar.  Beat in eggs, then add vanilla, sour cream, and orange rind.  Beat the flour mixture into the creamed mixture.  Stir in the pecans.  Pour the batter into a greased and floured tube pan.**In a small bowl, mix together the remaining 1/4 cup sugar, the orange juice, and the liqueur.**Bake at 350 degrees F (175 degrees C) for 1 hour, or until it tests done with a toothpick.  Pour the orange juice mixture over the hot cake.  Transfer to a rack to cool.**",7653,https://images.media-allrecipes.com/images/79591.png
Almond Lemon Cake Recipe ,3,Carol,40 m,1 h 10 m,1 h 50 m,"egg,cream,white sugar,butter,lemon,lemon juice,sour cream,vanilla,flour,baking powder,salt,almond","In a bowl, beat the egg whites with the cream of tartar until stiff.  Gradually beat in 1/2 cup sugar.**In another bowl, stir together the flour, baking powder, and salt.**In a large bowl, cream the butter or margarine with the remaining 1/2 cup sugar.  Beat in lemon rind, lemon juice, sour cream, and vanilla.  Stir the flour mixture into the butter mixture, along with about 1/3 of the beaten egg whites.  Fold in the rest of the egg whites gently but thoroughly.  Stir in the almonds.  Turn the batter into a greased and floured tube pan.**Bake at 350 degrees F (175 degrees C) for about 70 minutes, or until it tests done with a toothpick.  Cool on a wire rack.**",7654,https://images.media-allrecipes.com/userphotos/560x315/5132916.jpg
Citrus Carrot Cake Recipe ,9,Carol,X,X,X,"butter,white sugar,brown sugar,egg,orange,lemon,orange juice,lemon juice,carrot,flour,whole wheat,baking powder,cinnamon,salt,walnut,raisin","Stir together the flours, baking powder, cinnamon, and salt.**In a large bowl, cream the butter or margarine with the sugars.  Beat in the eggs, and then the citrus peels and juices.  Stir in the carrots.  Beat the flour mixture into the carrot mixture.  Stir in the walnuts and raisins.  Turn the batter into a greased and floured tube pan.**Bake at 350 degrees F (175 degrees) for about 90 minutes, or until it tests done with a toothpick.  Transfer to a rack to cool.**",7655,https://images.media-allrecipes.com/userphotos/250x250/29380.jpg
Old Hermit Cake Recipe ,9,Carol,X,X,X,"butter,brown sugar,egg,lemon juice,vanilla,flour,baking powder,cinnamon,salt,date,walnut",Preheat oven to 275 degrees F (135 degrees C).**Cream butter and sugar together well.  Beat in eggs one at a time.  Mix in lemon juice and vanilla.  Add remaining ingredients.  Stir well.**Turn into greased and floured 10 inch angel food tube pan.  Bake in oven for about 2 1/2 to 3 hours until an inserted wooden pick comes out clean.**,7656,https://images.media-allrecipes.com/userphotos/560x315/1888959.jpg
Praline Cheesecake Recipe ,32,Carol,X,X,X,"butter,ham,brown sugar,pecan,cream cheese,brown sugar,egg,rum,vanilla,sour cream,pecan,sour cream,brown sugar,tea,rum","To Make Crust:  Melt butter or margarine in a small saucepan.  Stir in graham cracker crumbs, 3 tablespoons brown sugar, and 1/3 cup chopped nuts.  Pack into ungreased 9 or 9 1/2 inch springform pan.**To Make Filling:  Beat cream cheese and 1 1/4 cups brown sugar together until smooth and fluffy.  Slowly beat in eggs one at a time, just until blended.  Stir in 1 teaspoon rum flavoring, 1 teaspoon vanilla, 1/4 cup sour cream, and 1/3 cup chopped nuts.  Pour filling into  pan.**Bake at 350 degrees F (175 degrees C) for about 55 to 60 minutes, until set.  Remove pan to cake rack while you prepare topping.**To Make Topping:  Stir together 1 1/2 cups sour cream, 1/4 cup brown sugar, maple flavoring, and 1/2 teaspoon rum flavoring.  Spread over cheesecake.  Return to oven, and bake for 10 minutes.  Loosen sides of cake.  Cool until almost room temperature, then chill for a few hours before serving.**",7668,https://images.media-allrecipes.com/userphotos/250x250/471575.jpg
Apricot Nectar Cake I Recipe ,29,allday,X,X,X,"lemon,white sugar,vegetable oil,apricot,egg,sugar,lemon juice","^Grease and flour a 10 inch tube pan.  Preheat oven to 325 degrees F (165 degrees C).**Combine cake mix with sugar, cooking oil, and apricot nectar.  Beat for two minutes with mixer.  Add eggs one at a time, beating for 30 seconds after each addition.  Pour batter into pan.**Bake for 50 to 60 minutes.  Cool for 10 minutes in the pan before turning out onto a plate.**In a small bowl, mix lemon juice with confectioners^^ sugar until you reach desired consistency.  Drizzle glaze over sides of warm cake.**^",7669,https://images.media-allrecipes.com/userphotos/560x315/1314775.jpg
Sourdough Chocolate Cake Recipe ,44,Sally,X,X,X,"shortening,white sugar,egg,flour,cocoa powder,sourdough,baking soda,baking powder,salt,water,vanilla","Sift together flour, cocoa, soda, baking powder, and salt.**Cream shortening, sugar, and eggs.  Blend in sourdough starter. Add sifted ingredients slowly to creamed mixture, beating until smooth.  Stir in water and vanilla, and mix well.  Pour batter into greased and floured 9 x 13 inch pan.**Bake at 350 degrees F (175 degrees C) for 35 minutes, or until done.**",7671,https://images.media-allrecipes.com/userphotos/250x250/32660.jpg
Very Moist Gumdrop Cake Recipe ,2,Carol,X,X,X,"butter,brown sugar,egg,raisin,gumdrop,applesauce,baking soda,water,flour,salt,cinnamon,cherry,walnut","Place raisins in a saucepan, and cover with water.  Bring to a boil, and cook for 5 minutes.  Drain all water from raisins.**In a medium bowl, mix 1 cup flour into gumdrops, cherries, nuts, and drained raisins.**In a large bowl, beat butter or margarine, sugar, and eggs.  Mix in applesauce.  Stir remaining flour, salt, and cinnamon into creamed mixture.  Dissolve soda dissolved in hot water. Mix into batter well.  Stir in floured fruit.**Line an angel food pan with parchment paper, and grease with butter or margarine.  Pour batter to within one inch of the top of pan.**Bake 3 hours at 300 degrees F (150 degrees C).   When nearly done, cover top of cake with a piece of tinfoil to prevent top of cake from overcooking.**",7672,https://images.media-allrecipes.com/userphotos/560x315/6154036.jpg
Crushed Pineapple Fruitcake Recipe ,8,Carol,15 m,2 h 30 m,10 h 45 m,"butter,white sugar,egg,flour,baking powder,salt,almond,raisin,cherry,fruit,pineapple","Line an angel food pan with parchment paper and brush with melted butter.**Cream butter or margarine, and then beat in sugar.  Beat in eggs one at a time, beating well after each addition. Stir in extract.  Mix in flour, baking powder, and salt.  Stir in raisins, cherries, pineapple, and mixed peel.  Cover bowl and let sit at room temperature, 8 hours to overnight.**Bake at 300 degrees F (150 degrees C) for 2 1/2 hours with a pan of hot water placed on the lowest rack of your oven during baking.  Brush warm cake with some melted butter.**",7673,https://images.media-allrecipes.com/userphotos/250x250/152287.jpg
Hummingbird Cake II Recipe ,28,Carole Zee,X,X,X,"flour,white sugar,salt,baking soda,cinnamon,egg,vegetable oil,vanilla,pineapple,walnut,banana,cream cheese,butter,sugar,vanilla","^Do NOT use mixer.  Combine flour, white sugar, salt, baking soda, and ground cinnamon.   Add eggs and oil stirring until dry ingredients are moistened.  Stir in 1 1/2 teaspoons vanilla, pineapple, nuts and bananas.**Pour into 3 9-inch greased and floured pans.  Bake at 350 degrees F (175 degrees C) for 25-30 minutes or until cake tests done.**To Make Cream Cheese Frosting:  Combine cream cheese and butter or margarine.  Cream until smooth.  Add confectioners^^ sugar, beating until light and fluffy.  Stir in 1 teaspoon vanilla.    Frost cooled cake.**^",7675,https://images.media-allrecipes.com/userphotos/560x315/4342140.jpg
Minnehaha Cake Recipe ,3,Suzanne Stull,30 m,30 m,2 h,"cake,white sugar,butter,egg,milk,vanilla,flour,baking powder,For the Icing:,brown sugar,egg,water,salt,vanilla,raisin,almond,pecan,cherry","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.**Beat together the white sugar and butter. Add the eggs and 1 teaspoon vanilla. In a separate bowl, combine the flour and baking powder. Add the flour mixture alternately with the milk.**Pour the batter into the prepared pan and bake in the preheated oven until a toothpick inserted in the center comes out clean, about 30 minutes. Cool cake completely on wire rack.**Combine the brown sugar, egg whites, water, and salt in a heat-proof bowl. Place the bowl over a saucepan of boiling water and beat with an electric mixer. Cook the frosting, beating constantly, for 10 minutes, or until the frosting will stand in peaks. Remove from heat and add 1 teaspoon vanilla. Beat until thick.**Spread the frosting on the cooled cake. To decorate, place one large raisin in each corner. Then place toasted almonds, toasted pecans, and red and green cherries all over the cake.**",7676,https://images.media-allrecipes.com/userphotos/560x315/6176935.jpg
Royal Icing Recipe ,29,Carol,X,X,X,"egg,sugar,lemon juice",Beat egg whites lightly and add enough sugar to make icing that will hold shape.  Blend in lemon juice to get desired consistency.  Spread over Almond Paste on cake and let harden.  Decorate.**,7677,https://images.media-allrecipes.com/userphotos/250x250/319283.jpg
Scripture Cake Recipe ,6,Stephanie,X,X,X,"butter,white sugar,egg,flour,baking powder,cinnamon,mace,clove,salt,water,honey,fig,raisin,almond","Blend butter, sugar, spices and salt.  Beat egg yolks and add.  Sift in baking powder and flour, then add water and honey.**Put fruit and nuts through food processor and flour well.  Fold in stiffly beaten egg whites.  Pour into a 13 x 9-inch pan and bake at 375 degrees F (190 degrees C) for one hour.**",7678,https://images.media-allrecipes.com/userphotos/560x315/5110251.jpg
Boiled Raisin Cake II Recipe ,1,Kaniska,X,X,X,"sugar,raisin,butter,water,whole wheat,cinnamon,baking powder","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 7x7 inch square baking pan.**Boil sugar, raisins, butter, and the water until the raisins absorb most of the water and are quite soggy and mushy. Set aside and let cool completely.**Sift the flour, cinnamon, and the baking powder together. Stir the flour mixture into the raisin mixture and mix until just combined. Spread the batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 40 to 45 minutes or until cake springs back upon the touch. Immediately put on a wire rack to cool. This is a very soft cake, liable to break easily. Take care when you cut the cake.**",7680,https://images.media-allrecipes.com/userphotos/560x315/30650.jpg
