Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Alaska Salmon Bake with Pecan Crunch Coating Recipe ,1k,Chris,20 m,10 m,30 m,"mustard,butter,honey,bread,pecan,parsley,salmon,pepper,lemon","Preheat the oven to 400 degrees F (200 degrees C). In a small bowl, mix together the mustard, butter, and honey. In another bowl, mix together the bread crumbs, pecans, and parsley.**Season each salmon fillet with salt and pepper.  Place on a lightly greased baking sheet.  Brush with mustard-honey mixture.  Cover the top of each fillet with bread crumb mixture.**Bake for 10 minutes per inch of thickness, measured at thickest part, or until salmon just flakes when tested with a fork.  Serve garnished with lemon wedges.**",9336,https://images.media-allrecipes.com/userphotos/560x315/126607.jpg
Lime Salad Recipe ,17,Kimberley,X,X,X,"lime,water,salt,water,cabbage,carrot,walnut","Dissolve gelatin mix in boiling water.  Stir in salt.  Stir in cold water.  Chill until slightly thickened.**Fold cabbage, carrots, and nuts into thickened gelatin.  Pour mixture into an 8 inch mold that has been sprayed with a non-stick spray.  Chill until firm.**Set mold in a sink of hot water for a few seconds when ready to unmold.  Place serving plate on top of mold, and turn over.  Lift off mold.**",9338,https://images.media-allrecipes.com/userphotos/250x250/690387.jpg
Lion House Wassail Recipe ,45,Audrey Wariner,X,X,X,"white sugar,water,cinnamon,ginger,orange juice,lemon juice,apple juice,berry,clove","In a large saucepan, combine sugar and water.  Boil for 5 minutes.  Remove from heat, and add cinnamon sticks, allspice berries, cloves, and ginger.  Cover and let stand in warm place for 1 hour.**Strain liquid into a large pot.  Just before serving, add juices and cider and quickly bring to boil.  Remove from heat and serve.**",9339,https://images.media-allrecipes.com/userphotos/250x250/143507.jpg
Cajun Spice Seasoning Mix in a Jar Recipe ,92,Debbie,X,X,X,"salt,pepper,pepper,black pepper,paprika,onion,garlic","While holding a pint canning jar at an angle, add ingredients to create a ""sand art"" look. The salt and cayenne may be divided into smaller portions and used to separate other spices. I found it simplest to use 7 cups--one with each spice in it--and add them to my jar with a spoon, as I want to create the special look.**",9344,https://images.media-allrecipes.com/userphotos/560x315/1110306.jpg
Coconut Jays Recipe ,33,June Kelly,20 m,5 m,2 h 25 m,"butter,sugar,coconut,chocolate,cherry",Melt butter in saucepan. Remove from heat. Add sugar and coconut. Mix well. Shape into balls.**Make indent in center of each and place on cookie sheet. Place half a maraschino cherry in indent. Fill with melted chocolate. Chill until firm. Store in refrigerator.**,9345,https://images.media-allrecipes.com/userphotos/250x250/319430.jpg
^Nana^^s Christmas Stollen Recipe ^,41,Christine L.,X,25 m,25 m,"milk,white sugar,butter,salt,egg,egg,flour,yeast,cardamom,raisin,citrus,cherry","Scald milk. Add sugar, butter, and salt, and cool to lukewarm. Add 2 whole eggs, and 2 yolks. Mix.**Add to 3 cups flour and yeast in food processor. Process and let rise until double.**Add cardamom, raisins, citron, and cherries, and rest of flour. Process and put on floured board and knead. Let rise in greased bowl.**When risen, cut into 3-4 pieces. Roll each into an oval, butter, and fold in half lengthwise. Put on greased baking sheet, cover, and let rise until double.**Bake at 375 degrees F (190 degrees C) for 25 minutes.**Remove to rack. When cool, frost with white butter frosting and decorate with candied cherry halves and sprinkle with colored sugar.**",9347,https://images.media-allrecipes.com/userphotos/560x315/27987.jpg
^Olga^^s Potica Recipe ^,16,Christine,X,X,X,"yeast,milk,white sugar,flour,butter,white sugar,egg,flour,salt,milk,butter,honey,raisin,walnut,cinnamon","Preheat oven to 350 degrees F (175 degrees C). Lightly grease one large baking sheet.**Dissolve yeast in 4 tablespoons lukewarm milk. Add 1 teaspoon sugar and 3 tablespoons flour. Stir well and set aside.**Cream 1 cup butter with 4 tablespoons sugar. Add egg yolks, one at a time. Add yeast mixture and mix well.**Add 5 cups sifted flour, salt and 1 1/3 cup milk and beat well. Beat dough for 10 minutes or until bubbles form. Cover with flour and let rise 2 hours.**Cut dough in half and roll out each half as thin as possible on floured board. Spread each half with melted butter, honey, raisins, walnuts and douse with cinnamon.**Roll up like jelly roll, place on baking sheet, allow to rise and bake for one hour.**",9350,https://images.media-allrecipes.com/userphotos/250x250/460995.jpg
Frozen Christmas Pudding Recipe ,1,SnowYs,X,X,X,"raisin,raisin,currant,cherry,fruit,fruit juice,almond,cinnamon,nutmeg,whipping cream,chocolate","In a medium bowl, combine fruit with fruit juice and spices. Cover, and allow to stand overnight.**The next day mix together soaked fruits, almonds, cream, and ice cream.  Pour mixture into a large mold, and cover with foil.  Freeze for at least one week to allow flavour to develop.**Unmold by quickly dipping into hot water, and inverting onto serving plate.**",9354,https://images.media-allrecipes.com/images/79591.png
Christmas Cheese Cake Recipe ,18,Barbara Dudek,X,X,X,"cookies,cream cheese,white sugar,egg,sour cream,vanilla,almond,cherry","Preheat oven to 375 degrees F (190 degrees C). Line the sides of one 10 inch springform pan with lady fingers then line the bottom with lady fingers (cutting lady fingers, if necessary).**Cream the cream cheese and sugar together. Add the eggs, one at a time, beating after each addition. Stir in the extracts and fold in the sour cream. Pour batter into the prepared pan. Cover tops of lady fingers with foil.**Bake at 375 degrees F (190 degrees C) for 50 to 60 minutes, until almost set in the middle. Remove cake from oven and let stand for 1/2 hour, then remove sides of pan. Place in the refrigerator for at least 24 hours. Before serving top with canned pie filling.**",9355,https://images.media-allrecipes.com/userphotos/560x315/6044493.jpg
^Dad^^s Oyster Dressing Recipe ^,12,S Campbell,X,X,X,"wild rice,sausage,green onion,celery,oyster,parsley,salt,black pepper,paprika","Open and quarter the oysters. Reserve the liquid.**Cook rice in boiling salted water till tender, about 40 minutes.  Drain, and place in shallow pan.  Place pan in a 275 degree F(135 degree C) oven to dry out for a few minutes.**Saute pork in skillet over medium heat.  Remove pork from pan using a slotted spoon.  Drain off all but a couple of tablespoons grease.**Saute onions and celery.  Add into this a small amount of oyster liqueur if onions and celery get too dry.  Add in oysters with remaining liqueur.  Cook 7 - 10 minutes, until oysters curl on edges.  Drain this mixture in a colander.**Combine oyster mixture, rice,  sausage, chopped parsley, and seasonings to taste.**Bake at 350 degrees F (175 degrees C) till heated through.**",9356,https://images.media-allrecipes.com/images/79591.png
Best Ever Cheese Fudge Recipe ,36,Earla Taylor,X,X,X,"butter,cheese,sugar,cocoa,vanilla,peanut",^Melt together butter and cheese.**Mix in confectioner^^s sugar and cocoa into the butter mixture. Stir in vanilla and nuts.  Spread on two big cookie sheets.  Cool.  Cut. Store in refrigerator.**^,9357,https://images.media-allrecipes.com/userphotos/250x250/260244.jpg
Cheese Ball I Recipe ,276,Ellen Rainey,15 m,X,2 h 15 m,"cream cheese,cheddar,1 (1 ounce) package Ranch-style dressing mix,pecan,pecan","In a large bowl, mix together cream cheese, Cheddar cheese, and dressing mix.  Form into one large ball or two smaller balls. Roll in chopped pecans to coat surface. Decorate the top with pecan halves. Refrigerate for at least 2 hours, or overnight.**",9358,https://images.media-allrecipes.com/userphotos/250x250/188575.jpg
Pecan Tassies Recipe ,142,Carla,25 m,15 m,40 m,"margarine,cream cheese,flour,egg,brown sugar,butter,vanilla,salt,pecan","Preheat the oven to 350 degrees F (175 degrees C).**In a medium bowl, mix together the margarine and cream cheese until well blended. Beat in flour, 1 cup at a time, until the mixture forms a smooth dough. Roll into small balls, and press into the bottoms and sides of tart pans or mini muffin pans.**In another bowl, mix together the eggs, brown sugar, butter, vanilla, and salt. Stir in the pecans. Use a spoon to fill each of the crusts 2/3 full with the filling mixture.**Bake for 15 to 18 minutes in the preheated oven, until shell is light brown, and the filling has puffed up. Cool, and carefully remove from pans.**",9360,https://images.media-allrecipes.com/userphotos/560x315/1937016.jpg
^Dad^^s Divinity Recipe ^,18,Carla,10 m,20 m,30 m,"white sugar,corn syrup,water,egg","Cook syrup, sugar, and water to soft ball stage (a small amount dropped into cold water forms a soft ball).**Pour half of this mixture over stiffly beaten egg whites. Stir.**Cook remaining sugar mixture to brittle stage (a small amount dropped into cold water turns immediately brittle).**Add to previous mixture and beat until candy will hold its shape. Beat again by hand to re-aerate it. Drop by spoonfuls onto waxed paper. Allow to harden as it cools. Store in refrigerator with waxed paper between layers.**",9361,https://images.media-allrecipes.com/userphotos/560x315/4182223.jpg
Leg of Lamb Recipe ,45,Johnna,X,X,X,"lamb,salt,black pepper,mustard,worcestershire sauce,flour,garlic",Preheat oven to 325 degrees F (165 degrees C).**Generously salt and pepper lamb. Smear the mustard all over the lamb and sprinkle it with a fine coating of flour. Place lamb in a roasting pan and place slices of garlic over top. Sprinkle with Worcestershire sauce to taste.**Roast uncovered at 325 degrees F (165 degrees C) until desired doneness. About 20 minutes per pound for a pink roast. Remove from pan to a heated platter. Use the drippings to make a gravy by a little flour and water. Season with salt and pepper.**,9363,https://images.media-allrecipes.com/userphotos/560x315/1121971.jpg
Ischl Tartlets Recipe ,5,JACLYN,X,X,X,"flour,baking powder,butter,cream cheese,white sugar,egg,almond,lemon,raspberry,sugar","^Sift flour and baking powder onto waxed paper.**Beat butter, cream cheese, sugar, and egg until fluffy. Add flour mixture and blend. Stir in ground almonds and lemon rind.**Turn dough out on waxed paper and shape into ball. Chill several hours.**Cut dough in half. Roll out to 1/8 inch thick on lightly floured board. Cut out with 3-inch cookie cutter (bottom), repeat with remaining dough and cut small hole in center of these (top).**Bake in a 350 degree F (175 degrees C) oven for about 10 minutes, and cool.**Heat preserves in saucepan.**Spread heated preserves on bottom cookie. Put on top cookie and sprinkle with confectioners^^ sugar. Fill center of cookie with preserves.**^",9364,https://images.media-allrecipes.com/userphotos/560x315/757185.jpg
Toffee I Recipe ,35,James Bovy,X,X,X,"butter,white sugar,water,corn syrup,walnut,chocolate,walnut","^In 2-quart heavy saucepan melt butter. Remove from heat and add sugar. Stir well until blended. Return to low heat, stir rapidly until reaching a rolling boil. Add water and corn syrup, mix well. Stir and cook over low heat to soft crack stage (290 degrees F). Remove from heat, add 3/4 cup nuts all at once. Mix well, then pour into lightly buttered 13x9x2 inch pan. Quickly spread with spatula (careful that it doesn^^t melt!). Let cool on own for 7-10 minutes.**Sprinkle chocolate chips and spread evenly when they begin to melt. Finally top with 1/4 cup nuts (or enough to lightly cover by sprinkling). Let cool overnight. Use butter knife to get out by cracking into pieces (about the size of peanut brittle). Crack the rest by hand.**^",9365,https://images.media-allrecipes.com/userphotos/250x250/26939.jpg
Christmas Cookies II Recipe ,2,JACLYN,X,X,X,"butter,white sugar,egg,cocoa,cinnamon,mace,nutmeg,clove,spice,baking soda,apple,raisin,pineapple,orange,lemon,date,pecan,bourbon,flour","Cream together butter, sugar, and eggs. Beat in flour, cocoa, and cinnamon, mace, nutmeg, cloves, allspice, and soda.**Meanwhile soak candied pineapple, orange peel, and lemon peel in bourbon.**Add apples, raisins, dates, pecans, and soaked fruits, and mix well.**On a greased cookie sheet spoon out half-dollar size cookies, spaced 1/2 inch apart.**In a preheated 350 degree (175 degrees C) oven, bake 12-15 minutes.**",9367,https://images.media-allrecipes.com/images/79591.png
Fudge Recipe ,1k,Dana,X,X,X,"chocolate,milk,butter,walnut","Place chocolate chips, sweetened condensed milk, and butter or margarine in large microwaveable bowl. Zap in microwave on medium until chips are melted, about 3-5 minute, stirring once or twice during cooking. Stir in nuts, if desired.**Pour into well-greased 8x8-inch glass baking dish. Refrigerate until set.**",9368,https://images.media-allrecipes.com/userphotos/560x315/150611.jpg
^Santa^^s Favorite Cake Recipe ^,76,Debbie Rowe,45 m,25 m,2 h 10 m,"cake,egg,buttermilk,vegetable oil,cake,buttermilk,egg,cocoa powder,food coloring,vinegar,cream cheese,margarine,sugar,pepper","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 9 inch round cake pans.**In a large bowl, combine white cake mix, 3 egg whites, 1 1/3 cups buttermilk, and 2 tablespoons vegetable oil. Mix with an electric mixer for 2 minutes on high speed. In a separate bowl, combine yellow cake mix, 1/2 cup buttermilk, 1 egg, cocoa, red food coloring, and vinegar. Use an electric mixer to beat for 2 minutes on high speed.**Spoon white batter alternately with red batter into the prepared cake pans. Swirl batter gently with a knife to create a marbled effect.**Bake in preheated oven for 22 to 25 minutes, or until a wooden pick inserted into the centers comes out clean. Let cool in pans for at least 10 minutes before turning out onto a wire rack to cool completely.**In a large bowl, beat cream cheese and margarine until smooth. Gradually blend in sugar until incorporated and smooth. Stir in peppermint extract. Spread peppermint cream cheese frosting between layers, and on top and sides of cake.**",9369,https://images.media-allrecipes.com/userphotos/250x250/175495.jpg
Really Easy Bread Stuffing Recipe ,50,Katie,X,X,X,"bread,onion,poultry,salt,black pepper,water","Moisten all the bread with as much water as is needed to make moist. Add the onion, seasoning, and salt and pepper. Mix with hands.**Place in turkey or in foil and wrap up (which I do) and cook for at least 1 hour, longer if you are cooking it in the turkey. May open the foil for last 15 minutes to make top crusty.**",9370,https://images.media-allrecipes.com/userphotos/560x315/1119178.jpg
^Mamie^^s Salad Recipe ^,3,Shirley,X,X,X,"egg,flour,pineapple,cheddar,marshmallow,pecan","Beat eggs and flour with the pineapple juice reserved from the cans of chunk pineapple. Cook over medium low heat until it thickens to gravy consistency. Let cool.**Mix together the cheese, marshmallows, drained pineapple chunks, and pecans. Pour dressing over and stir. Refrigerate.**",9373,https://images.media-allrecipes.com/images/79591.png
Popcorn Cake I Recipe ,38,Johnna,X,X,X,"corn,chocolate,peanut,vegetable oil,butter,marshmallow","Mix popcorn, M&Ms, and peanuts in large bowl.**Heat oil, butter, and marshmallows in pan until melted. Pour over popcorn and blend together with heavy spoon or hands.**Spray Bundt cake pan with vegetable spray. Press mixture lightly into pan and refrigerate until cool.**To remove cake from pan, put pan in warm water, then turn upside down until cake comes out.**",9375,https://images.media-allrecipes.com/userphotos/560x315/16021.jpg
Cranberry Raspberry Sauce Recipe ,39,Ryan Downs,X,X,X,"cranberry,raspberry,wine,white sugar","Put cranberries, raspberries, Merlot, and sugar in a large saucepan. Bring to a boil, stirring occasionally. Use a whisk to mash the cranberries. Turn down heat and let simmer for 15 minutes. Pour sauce into a container and refrigerate. It can be served hot or cold.**",9376,https://images.media-allrecipes.com/userphotos/560x315/1515745.jpg
Roasted Vegetables Recipe ,1k,Saundra,15 m,40 m,55 m,"butternut squash,bell pepper,potato,potato,onion,thyme,rosemary,olive,vinegar,black pepper","Preheat oven to 475 degrees F (245 degrees C).**In a large bowl, combine the squash, red bell peppers, sweet potato, and Yukon Gold potatoes. Separate the red onion quarters into pieces, and add them to the mixture.**In a small bowl, stir together thyme, rosemary, olive oil, vinegar, salt, and pepper. Toss with vegetables until they are coated. Spread evenly on a large roasting pan.**Roast for 35 to 40 minutes in the preheated oven, stirring every 10 minutes, or until vegetables are cooked through and browned.**",9377,https://images.media-allrecipes.com/userphotos/560x315/1486.jpg
Popcorn Cake II Recipe ,13,Nancy Stitham,X,X,X,"butter,marshmallow,corn,gumdrop,chocolate,chocolate","Melt the butter and marshmallows in heavy pan over low heat. Stir often.**Put popcorn in a large bowl and pour marshmallow mix over top. Stir well to mix. Add the candy and nuts, and mix together. Pack into a greased 12-cup bundt pan. Let set till cooled. Turn out onto a plate to serve. Cut in wedges.**",9378,https://images.media-allrecipes.com/userphotos/250x250/39149.jpg
^Aunt Mazo^^s Dessert Recipe ^,15,Gratefoole,X,X,X,"milk,whipping cream,cherry,almond","^Remove labels from the cans of milk and put them unopened into a large pot of gently boiling water. Boil for about 3 hours. Make sure the water doesn^^t boil away or the cans will explode (or so I^^m told).**After 3 hours, take the cans out and cool in fridge.**When chilled, open the cans and put the results into a bowl.**Beat the whipping cream, and fold into the ""caramel sauce"" (cooked, cooled condensed milk). Mix in the nuts and cherries.**^",9379,https://images.media-allrecipes.com/images/79591.png
Roast Leg of Lamb Recipe ,94,MBENHAM,15 m,1 h 45 m,2 h 10 m,"garlic,rosemary,salt,black pepper,lamb","Preheat oven to 350 degrees F (175 degrees C).**Cut slits in the top of the leg of lamb every 3 to 4 inches, deep enough to push slices of garlic down into the meat. Salt and pepper generously all over the top of lamb, place several sprigs of fresh rosemary under and on top of the lamb. Place lamb on roasting pan.**Roast in preheated oven until the lamb is cooked to your desired doneness, about 1 3/4 to 2 hours. Do not overcook the lamb, the flavor is best if meat is still slightly pink. Let rest at least 10 minutes before carving.**",9380,https://images.media-allrecipes.com/userphotos/560x315/5970540.jpg
Prime Rib Recipe ,184,Dale,10 m,2 h 30 m,2 h 40 m,"roast,garlic,black pepper,mustard","Preheat the oven to 500 degrees F (260 degrees C).**Make slits all over the roast by pricking with a small knife. Insert slivers of sliced garlic. Season the roast with salt and pepper, then spread generously with mustard. Place on a rack in a roasting pan, and cover.**Roast for 60 minutes in the preheated oven. Turn off oven. Leave oven closed, and do not peek for 90 minutes. The internal temperature of the meat should be at least 140 degrees F (60 degrees C) for medium-rare, or 155 degrees F (68 degrees C) for medium.**",9381,https://images.media-allrecipes.com/userphotos/560x315/1080121.jpg
Festive Bean Spread Recipe ,50,Lisa Garchow,X,X,X,"bean,salsa,cumin,garlic,sour cream,taco,green onion,tomato,cheddar,monterey jack","First (bottom) layer: mix together beans, salsa, cumin, and garlic powder, and spread on large, flat serving dish as a thin layer, maybe 1/2 inch thick.**Second (middle) layer: mix together sour cream and taco seasoning, and spread over bean layer.**Third (top) layer: sprinkle the cheese on first, then top with chopped tomatoes and green onions.**Cover with plastic wrap, and chill for about an hour. Serve cold with tortilla chips.**",9382,https://images.media-allrecipes.com/userphotos/250x250/237032.jpg
Hot Crab Dip Recipe ,47,William Anatooskin,10 m,20 m,30 m,"cream cheese,mayonnaise,crab,onion,lemon juice,hot pepper","Preheat oven to 350 degrees F (175 degrees C).**Beat cream cheese and mayonnaise until smooth. Stir in the crabmeat, minced onion, lemon juice and Tabasco sauce. Spoon mixture into a small oven-proof dish that has been sprayed with cooking spray.**Bake at 350 degrees F (175 degrees C) for 20 minutes or until the sauce is bubbly. Serve with crackers, potato chips or tortilla chips. You can also use fresh crabmeat in place of the canned crabmeat.**",9383,https://images.media-allrecipes.com/userphotos/250x250/329473.jpg
Italian Butter Recipe ,124,Ginger,5 m,X,5 m,"red pepper,black pepper,oregano,rosemary,basil,parsley,garlic,garlic,salt,olive","Using a spice or coffee grinder, grind together red and black peppers, dried herbs, garlic powder, minced garlic, and salt.**Sprinkle 2 teaspoons of herb mixture onto a small plate.  Pour a thin layer of olive oil on top, and serve. Store remaining mixture in an air-tight container.**",9387,https://images.media-allrecipes.com/userphotos/250x250/377700.jpg
Boiled Custard II Recipe ,11,Brenda,X,X,X,"egg,white sugar,milk,vanilla","In a medium mixing bowl, mix together eggs and white sugar. Stir in milk.**In the lower pot of a double boiler, add water and bring to a low boil.  Into the top pot, pour milk and sugar mixture. Cook over medium heat until  mixture coats a spoon, about 30 minutes.**Add vanilla extract and strain using a sieve. Chill before serving.**",9388,https://images.media-allrecipes.com/userphotos/560x315/4801481.jpg
Russian Tea I Recipe ,6,Cynthia,X,X,X,"cinnamon,ginger,spice,clove,white sugar,orange juice,lemon juice,water,orange","In a large saucepan, bring 2 cups of water to a boil. Remove from heat, then stir in ground cinnamon, ground ginger, allspice, and ground cloves. Allow mixture to steep for 10 minutes.**Prepare frozen orange juice concentrate according to the directions on the can.**Dissolve 1 cup of sugar in 1 cup of water, and stir into spice mixture. Mix in orange juice, lemon juice, and 5 cups water.  Heat through. Serve with a garnish of orange zest.**",9389,https://images.media-allrecipes.com/userphotos/560x315/2832542.jpg
Easy Caramel Sauce Recipe ,29,Cassie,5 m,20 m,25 m,"water,butter,brown sugar,cornstarch,water","In a saucepan, combine 2 cups water, butter, and brown sugar. Bring to a boil, and remove from heat.**In a small cup, mix together cornstarch and 3 tablespoons water. Stir mixture into sauce. Cook over medium heat and heat through for 5 minutes. Remove from heat. Serve hot.**",9391,https://images.media-allrecipes.com/userphotos/560x315/4512918.jpg
Caramel Corn III Recipe ,26,Rosemary,X,X,X,"vegetable oil,corn,brown sugar,butter,corn syrup,salt,baking soda","In a 4 quart saucepan, add 1 tablespoon of the oil , and heat over high heat. When oil is hot, add  1/2 cup of popping corn. Keep pan moving constantly. When corn stops popping, remove from heat. Place popped corn in oven to keep warm. Repeat until all corn has been popped.**Preheat oven to 200 degrees F (95 degrees C).**Boil sugar, butter, syrup, and salt for  5 minutes. Remove from heat, add baking soda. Stir well.**Pour over popped corn. Spread onto cookie sheets and place in oven for 1 hour. Stir every 15 min. Remove from oven and let cool,  breaking apart the popcorn as it cools. Store in air tight containers.**",9393,https://images.media-allrecipes.com/userphotos/560x315/29500.jpg
Kinderpunsch Recipe ,11,Susann,X,X,X,"water,white sugar,clove,cinnamon,apple juice,lemon","In a 3 quart saucepan, bring water, sugar, cloves and cinnamon to boil.**Stir in juice and heat through.  Do not boil. Take spices out and pour over lemon slices in serving bowl. Serve warm.**",9395,https://images.media-allrecipes.com/userphotos/250x250/59840.jpg
Pepper Jelly Recipe ,31,Laura Rhodes,X,X,X,"bell pepper,vinegar,white sugar,3 ounces liquid pectin","In a large, stainless steel saucepan, combine green pepper, white vinegar, and white sugar.  Bring to a boil, and cook for 6 minutes, stirring constantly.**Stir in liquid pectin, and continue to boil for 3 more minutes, stirring constantly. Skim off foam with a metal spoon, and remove pan from heat**Ladle jelly into sterilized jars, leaving a 1/2 inch space at the top.  Seal, and process in a boiling-water canner for 5 minutes.**",9397,https://images.media-allrecipes.com/userphotos/250x250/717735.jpg
^My Grandma^^s Mint Patties Recipe ^,6,Julie Wayment,X,X,X,"corn syrup,butter,mint,salt,sugar,food coloring","Beat white corn syrup, butter or margarine, mint extract, and 1/2 teaspoon salt.  Mix in 1 pound of powdered sugar and knead intil smooth.**Color with food coloring as desired. Pat or roll to about 1/4 inch thick. Use small cookie cutters to cut shapes.**",9398,https://images.media-allrecipes.com/images/79591.png
Pomegranate Jelly Recipe ,47,MARBALET,X,X,X,"pomegranate juice,white sugar,lemon juice,1 (6 fluid ounce) container liquid pectin","Combine pomegranate and lemon juice with sugar in a large, stainless steel saucepan. Bring to boil over high heat, and at once stir in liquid pectin. Bring to a full rolling boil, and boil  exactly 1/2 minute. Remove from heat, and skim off foam.**Ladle into hot, sterilized jars to within about 1/4 inch of the top.  Seal, and process in a boiling water canner for 5 minutes.**",9399,https://images.media-allrecipes.com/userphotos/560x315/434157.jpg
Potato Candy Recipe ,64,Rhonda,X,X,X,"potato,butter,milk,sugar,peanut butter","^Mix together potatoes, butter or margarine, and milk. Add enough confectioners^^ sugar to make a stiff dough.**Roll out on a flat surface sprinkled with powdered sugar. Spread on a layer of  peanut butter and roll up. Chill and slice.**^",9400,https://images.media-allrecipes.com/userphotos/250x250/534602.jpg
Salmon Patties I Recipe ,464,sue,15 m,10 m,25 m,"salmon,egg,onion,bread,olive","Drain and reserve liquid from salmon. Mix egg, onion, bread crumbs and salmon together.**Make into patties. If mixture is too dry to form into patties, add reserved liquid from salmon.**In a  frying pan, heat olive oil. Place patties in pan.  Brown on each side, turning gently.  Drain on paper towels and serve.**",9401,https://images.media-allrecipes.com/userphotos/250x250/453649.jpg
Old,119,Juanita,15 m,2 h 30 m,2 h 45 m,"egg,milk,white sugar,rice,butter,vanilla,raisin,nutmeg","Preheat oven to 300 degrees F (150 degrees C). Grease a 2 quart baking dish.**Beat together the eggs and milk. Stir in white sugar, uncooked rice, butter, vanilla extract, raisins, and nutmeg. Pour into prepared pan.**Bake for 2 to 2 1/2 hours in the preheated oven. Stir frequently during the first hour.**",9402,https://images.media-allrecipes.com/userphotos/560x315/14629.jpg
Rice Pudding Recipe ,108,Sue,X,X,X,"rice,milk,white sugar,salt,egg,vanilla,butter,nutmeg","Preheat oven to 350 degrees F (175 degrees C). Butter a 2 quart baking dish.**In a 2 quart saucepan over medium heat, scald the milk and remove from heat. Add the rice, sugar and salt. Mix well and slowly add the eggs, vanilla, and butter. Pour mixture into a 2 quart baking dish. Sprinkle nutmeg on top. Bake for 40 minutes. Stir pudding after 20 minutes.**",9403,https://images.media-allrecipes.com/userphotos/250x250/568611.jpg
Georgia Spiced Peaches Recipe ,19,Donna,X,X,X,"peach,white sugar,vinegar,water,clove,cinnamon","Peel peaches and set aside. In a large pot over medium high heat, boil sugar, vinegar and water until the syrup is moderately thick.**Add cloves, cinnamon and peaches. Bring to boil stirring occasionally until the peaches can be pierced to the pit with a fork.**Fill sterilized canning jars with peaches.  Continue boiling syrup until heavy and add to peaches to cover.**In a large stock pot, pour water half way to top with boiling water. Using a holder, carefully lower jars into pot. Leave a 2-inch space between jars. Add more boiling water to cover them, about 2 inches above the tops.  Bring to a boil and cover, processing for 35 minutes. Remove jars from pot. Put jars on a wood or cloth surface, several inches apart and allow to cool. Jars will be sealed.**",9404,https://images.media-allrecipes.com/userphotos/250x250/40870.jpg
Maple Sponge Candy Recipe ,31,rhonda,X,X,X,"1 cup maple flavored syrup,white sugar,vinegar,baking soda","Butter a 9x9 inch pan and set aside.**In a heavy 2 quart saucepan,  combine the syrup, sugar and vinegar. Bring to a boil over medium heat, stirring constantly until sugar dissolves. Continue cooking without stirring until a candy thermometer reads 300 degrees F (150 degrees C).**Remove from heat and quickly stir in the baking soda.**Immediately pour candy into prepared pan, Do not spread. Cool and break into pieces.**",9406,https://images.media-allrecipes.com/userphotos/560x315/4567165.jpg
Quacker Jack Recipe ,8,JIGSAW,X,X,X,"corn,vegetable oil,peanut,butter,brown sugar,corn syrup,salt,baking soda","In a 4-quart pan, add 1 tablespoon of the oil , and heat over high heat. When oil is hot, add  1/2 cup of popping corn. Keep pan moving constantly. When corn stops popping, remove from heat. Spread freshly popped corn on a large shallow sheet pan.  Put it in a very slow oven, 250 degrees F (120 degrees C),  to keep warm and crisp.  Place popped corn in oven to keep warm. Repeat until all corn has been popped, for a total of 5 quarts popped corn.**Cook and stir peanuts in 2 tablespoons of butter or margarine,  about 5 minutes.  Drain on paper towel and sprinkle with salt. Fold peanuts into popped corn.**Combine butter, brown sugar, corn syrup,  and salt in a  heavy 2 quart saucepan.  Place over medium heat, stirring until sugar dissolves.  Continue to boil to the firm ball stage, 248 degrees F (118 degrees C),  about 5 minutes.**Remove from heat and stir in baking soda. Syrup will foam. Take popped corn from oven and pour hot caramel mixture over it in a fine stream. Stir to mix well. Return to oven for 45 to 50 minutes, stirring every 15 minutes. Cool and serve, or store. Store in an airtight container and set in a cool place.**",9407,https://images.media-allrecipes.com/userphotos/250x250/410824.jpg
Chocolate Cookie Mix in a Jar Recipe ,107,1COOKIEGIRL,25 m,X,25 m,"flour,baking powder,baking soda,salt,brown sugar,white sugar,cocoa,pecan,chocolate","Combine all-purpose flour, baking powder, baking soda, and salt. Set aside.**In a 1 quart wide mouth canning jar, layer dark brown sugar, white sugar, cocoa, chopped pecans, and chocolate chips. Pack everything down firmly before you add flour mixture, it will be a snug fit.**Attach a tag with the following instructions:  Chocolate Cookie Mix in a Jar:  1.  Preheat oven to 350 degrees F (175 degrees C) 2.  Empty cookie mix into large bowl. Thoroughly blend mixture with hands. Mix in 3/4 cup softened butter or margarine, 1 egg, slightly beaten, and 1 teaspoon vanilla. Shape into walnut size balls, and place 2 inches apart on a parchment lined baking sheet. 3.  Bake for 11 to 13 minutes. Cool 5 minutes on baking sheet, then move to wire racks.**",9409,https://images.media-allrecipes.com/userphotos/560x315/2958894.jpg
Chocolate Fudge Recipe ,35,Jean,X,X,X,"white sugar,milk,cocoa powder,peanut butter","In a 3 quart saucepan, combine  white sugar,  evaporated milk, and cocoa. Bring to a hard boil, and then reduce heat to medium. Continue cooking until it reaches the soft ball stage, 234 degrees F (112 degrees C).**Stir in peanut butter until well blended.  Pour mixture into a buttered 8x8 inch baking dish.  Cool, and cut into pieces.**",9410,https://images.media-allrecipes.com/images/79591.png
